comment_id,is_useful,project,revision_id,parent_revision,branch,file_name,directory,change_type,line_number,message,RPT,review_date,change_id,request_id,reviewer_id,reviewer_name,author_id,category,comment_group,RCE,PRC,MR,RI,PN,CCR,FUR,DUR,IBF,INF,base_total_loc,reviewer_own_loc,total_commit,reviewer_made_commit,WRC,CL,comment_loc,CCY,RCSH,CV,RCS,file_total_review,prior_directory_review_count,PFRC,directory_review_experience,avg_rating,manual_rating,final_patch_number,final_revision,file_review_ratio,directory_review_ratio,file_ownership,recent_review,sample_rating,definition_rating,PDL,review_length,PDR
3f79a3b5_47e2f537,1,openstack%2Fnova,3deac1c38aff763f4bc5d892f2167603040924ac,a1c01f97ae0397e8f4ccff5eb2a8b8f5ef7f7221,master,nova/conf/api.py,nova/conf,M,204,. If you,69,12/21/18 14:22,I2e6ebb551e782e8aa0ac90169f4d4b8895311b3c,624612,6873,Matt Riedemann,15888,Documentation,DOCUMENT,2159,6466,316,25385,3,89,6,5,0,0,376,0,52,3,0.0370102,388,14,1,0.0576923,0.0360825,0,66,1056,26,418,3.73,2,7,e2e372b2b159630f82bb9e70a59ac87904ef7e7d,0.393939,0.395833,0,0.158752,3.63,3.83,52,2,48.5
3f79a3b5_48e8a112,1,openstack%2Fnova,ecaceeb08123671ef2819b4fc6be58b4d4fb259f,256e35fe49da9d3dac430c3b92d6ed2e5c500a12,master,nova/virt/libvirt/migration.py,nova/virt/libvirt,M,388,nit: timeout,61,12/11/18 9:05,Ife89a705892ad96de6d5f8e68b6e4b99063a7512,619142,9708,Balazs Gibizer,20722,Documentation,DOCUMENT,285,1065,25,18455,11,192,7,5,0,0,665,0,27,0,0,653,84,79,0,0.128637,0,50,4067,2,85,3.73,1,17,4c3698c0b63ef0a5298cd94a8f23f87605bfc0f5,0.04,0.0208999,0,0.00235294,3.63,3.83,47,2,4.14
3f79a3b5_490d9590,1,openstack%2Fnova,de00da3170cec23d8b039cda28c22f1776ba3632,5adfb64c6c6a212db93988da11469f77ed3ac87c,master,doc/source/user/placement.rst,doc/source/user,D,1,"The placement equivalent of this lives at the root of the placement doc repo [1], hence s,</user/placement>,<>, in the rest of this patch.

[1] https://docs.openstack.org/placement/latest/",46,11/19/18 23:52,I218a6d11fea934e8991e41b4b36203c6ba3e3dbf,614056,14070,Eric Fried,7634,Other,OTHER,237,1180,125,461030,3,842,14,6,0,0,337,7,0,0,0,1,1,1,0,1,0.0207715,24,1452,18,80,0,2,4,7dd7d9a5fa4cbd5d867451e82bd0a7226236f59e,0.75,0.0550964,0.0207715,0.57,0,0,33,32,45.42
3f79a3b5_4924b51a,1,openstack%2Fnova,de00da3170cec23d8b039cda28c22f1776ba3632,5adfb64c6c6a212db93988da11469f77ed3ac87c,master,doc/source/user/architecture.rst,doc/source/user,M,62,http://logs.openstack.org/56/614056/3/check/openstack-tox-docs/5344896/html/user/architecture.html#components âœ”,46,11/19/18 23:52,I218a6d11fea934e8991e41b4b36203c6ba3e3dbf,614056,14070,Eric Fried,7634,Other,OTHER,237,1180,125,461030,3,842,14,6,0,0,64,0,3,0,0,64,64,1,0,1,0,11,1452,1,80,0,1,4,7dd7d9a5fa4cbd5d867451e82bd0a7226236f59e,0.0909091,0.0550964,0,0.0151515,0,0,33,18,45.42
3f79a3b5_499a7575,1,openstack%2Fnova,de00da3170cec23d8b039cda28c22f1776ba3632,5adfb64c6c6a212db93988da11469f77ed3ac87c,master,doc/source/configuration/index.rst,doc/source/configuration,M,10,http://logs.openstack.org/56/614056/3/check/openstack-tox-docs/5344896/html/configuration/ âœ”,46,11/19/18 23:52,I218a6d11fea934e8991e41b4b36203c6ba3e3dbf,614056,14070,Eric Fried,7634,Other,OTHER,237,1180,125,461030,3,842,14,6,0,0,59,0,5,0,0,47,47,1,0,1,0,245,438,5,5,0,1,4,7dd7d9a5fa4cbd5d867451e82bd0a7226236f59e,0.0204082,0.0114155,0,0.00049776,0,0,33,15,45.42
3f79a3b5_4b198288,1,openstack%2Fnova,74f3b8c5be01c06a027d628b40346e646256c212,ba0c1fbc6cd84e33ab35e6d467fd2a361e6cc7fa,master,nova/conf/libvirt.py,nova/conf,M,422,no timeout and/or choose to use abort?,45,12/11/18 3:21,Ife89a705892ad96de6d5f8e68b6e4b99063a7512,619142,15888,Zhenyu Zheng,20722,Question,DISCUSS,220,1310,69,53804,10,191,7,5,0,0,1296,0,107,1,0.00726895,1276,25,1,0.00934579,0.0195925,0,150,1040,14,110,3.985,2,17,4c3698c0b63ef0a5298cd94a8f23f87605bfc0f5,0.0933333,0.105769,0.0013245,0.00927152,3.89,4.08,47,8,4.14
3f79a3b5_4b28067e,1,openstack%2Fnova,6e5b7fbf62c9079d1ba56ae2488eeedfc7ba3dec,47bcc39cd633cdbdca97bf8b3d94bccd127b940f,master,nova/context.py,nova,M,443,I feel like we might be losing some detail here that is pretty useful in a real failure. How about at least catching NovaException for the not-log case and continuing to log for the anything-else case? I was actually kinda expecting to just catch NotFound and maybe some other likely things for the not log case.,64,11/21/18 16:04,I930ee897c46385c3c9719b393753c4484caf909f,619110,4393,Dan Smith,6873,Validation,FUNCTION,1210,4138,1055,63251,1,6,2,2,1,0,560,13,119,1,0.0137255,559,66,59,0.00840336,0.118068,0.0232143,186,3503,36,478,4.155,2,2,939a61d1c6054f24b6d47b5a6f1fa90fadc0c690,0.193548,0.136454,0.0232143,0.0382957,4.5,3.81,83,58,46.4
3f79a3b5_4b40f733,1,openstack%2Fnova,5cdb825394f3015ef4b1224eb7d9f55633d217e9,801ef1adca667ecdf243464b083282418d5987e4,master,nova/scheduler/client/report.py,nova/scheduler/client,M,801,so we merge inventory refresh also with association refresh.,14,11/22/18 12:29,Iece924e85409bd4d9cd38ce6ced7883ffc905310,615695,26936,Surya Seetharaman,14070,Question,DISCUSS,65,71,9,1078135,8,265,5,5,0,0,2415,4,211,1,0.00782438,2413,429,202,0.00473934,0.177787,0.00165631,283,301,4,4,3.985,2,20,2f77e7ad90300458f4cdaefabb8e62aadec6c5fd,0.0141343,0.013289,0.00156006,0.000248843,3.89,4.08,41,9,12.26
3f79a3b5_4b917b44,1,openstack%2Fnova,87493307a467ff75265d681d9d908589e6ac8094,bdad0e1b75be9713e5c665f1ac96843e4df3106e,master,nova/virt/libvirt/migration.py,nova/virt/libvirt,M,320,"nit: ""Save off the hw address and MTU presented...""

Could also link to https://bugzilla.redhat.com/show_bug.cgi?id=1449346 for the MTU thing - or link it in below where your NOTE lives.",67,10/29/18 19:31,I6e2e6437a7c826dc425d8b353c38670d6eece0b5,614008,6873,Matt Riedemann,1004,Documentation,DOCUMENT,2084,6345,54,2392,1,12,2,2,1,0,659,0,25,0,0,664,84,81,0,0.126506,0,48,4058,23,1143,3.73,2,4,643f53f5e9544d6c98833b1ae3dd472602118a1f,0.479167,0.281666,0,0.234694,3.63,3.83,75,35,70.63
3f79a3b5_4c24b8b1,1,openstack%2Fnova,60f3b3422cceb34b9f9860a9b9264bce7225f308,5adfb64c6c6a212db93988da11469f77ed3ac87c,master,doc/source/user/cells.rst,doc/source/user,M,779,"Per the discussion in Berlin:

https://etherpad.openstack.org/p/BER-cells-v2-updates

Would this preclude us ever making changes like showing which cell a server is in when showing server details (like we show the host/nodename today for admins) or adding a filter parameter to list compute services by cell? It's not entirely clear to me that the exclusion on making cells a grouping mechanism would also exclude us from adding cells details into some of our read-only (reporting) type APIs.",68,11/20/18 14:11,I0499e141456fcca63f95bad25503c4e86c6aa369,617898,6873,Matt Riedemann,4393,Question,DISCUSS,2115,6382,1051,540760,1,40,1,1,0,0,753,66,18,0,0,793,793,1,0,1,0.0876494,19,1479,15,168,3.985,1,2,dc7039669f2b4fe2e0b93b2c925e35907d04828d,0.789474,0.11359,0.0876494,0.631579,3.89,4.08,99,86,63.53
3f79a3b5_4c33ce11,0,openstack%2Fnova,31e7f0bb82b93b50b5c50076fcd8c2d133f6eb00,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,master,releasenotes/notes/live-migration-force-after-timeout-54f2a4b631d295bb.yaml,releasenotes/notes,A,5,s/to//,69,12/11/18 14:35,I0d286d12e588b431df3d94cf2e65d636bcdea2f8,619143,6873,Matt Riedemann,20722,Documentation,FALSE,2120,6394,83,9127,10,147,7,5,0,1,29,0,0,0,0,11,11,1,0,1,0,1,17974,1,1030,0,0,15,99a075cc941636f6d7cb245c8c8cfd553a410146,1,0.057305,0,1,0,0,119,2,45.46
3f79a3b5_4c4a4a5a,1,openstack%2Fnova,58fa011571420ba45067cc45c8523696c90406ee,93597864a36e69bdf5d8c83e49783ca081017e32,master,doc/source/admin/pci-passthrough.rst,doc/source/admin,M,90,"Huh, nice catch - probably should have fixed that with https://review.openstack.org/#/c/626110/ also. The bug in the commit message is not about this issue though, so we should change the bug link to bug 1805901 since bug 1805902 is about fixing the flavor link.",69,12/19/18 14:34,I350ee26710125f87d2e71df604ec87a38d6e997b,626113,6873,Matt Riedemann,8021,Documentation,DOCUMENT,2172,6485,4,22516,1,2,1,1,1,0,166,0,6,0,0,166,166,1,0,1,0,16,1355,11,101,3.73,1,2,b4ebca1d029755ae778d6e462297d2182c6fc9e6,0.6875,0.0745387,0,0.485294,3.63,3.83,23,47,53.21
3f79a3b5_4c68aeb9,1,openstack%2Fnova,d86125602775505d88f832831ec3c68a97d71fdd,6d0386058b9628bbfcf64abdd707ad87ee19353c,master,nova/tests/functional/regressions/test_bug_1806515.py,nova/tests/functional/regressions,A,28,I guess this works to fail scheduling because we don't use the PlacementFixture.,69,12/11/18 14:17,Idfe37d356b349024dfe963c934728111e1a1d314,621856,6873,Matt Riedemann,15888,Other,OTHER,2136,6444,310,392789,8,117,4,4,1,1,69,0,0,0,0,70,14,4,0,0.2,0,0,223,0,191,0,1,10,3cd439ad8a99f122566f0b5d0264ff5c8d34f998,0,0.856502,0,0,0,0,57,14,70.43
3f79a3b5_4c7643d9,1,openstack%2Fnova,5d3b804a5869992bfd9474fbe5104d6979ba619f,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,master,requirements.txt,.,M,72,"Package 'futurist' is constrained to 1.6.0 which does not match the minimum version specifier 1.8.0 in requirements.txt

so maybe change this to 1.6.0?",68,12/13/18 3:03,Ia56ab43be739e677760bbad5c40caad924425fa5,624740,6062,jichenjc,9708,Question,DISCUSS,726,2881,42,15780,2,33,6,5,0,0,72,1,408,1,0.00463829,72,72,1,0.00245098,1,0.0138889,26315,1,36,0,3.985,2,4,1f2a80c19545eb51877733689e76c151eb8c4e5c,0.00136804,0,0.0138889,0.00000192,3.89,4.08,97,30,42.07
3f79a3b5_4c76caa5,1,openstack%2Fnova,4e5ae2486c9d4a113bffee1fa9f7584b7333ca0a,c64b03d218c4d05b9db47eaf7660cdab9baa6468,master,api-guide/source/server_concepts.rst,api-guide/source,M,155,"Why doesn't contain the first ""{"" here like

 {
     ""servers"": [

?

I checked http://logs.openstack.org/09/615809/1/check/build-openstack-api-guide/d3d88ad/html/server_concepts.html and that seems a little strange by comparing the following one.",24,11/7/18 0:37,I7e9d6b8a5228886fd5de03d12482481d2b652666,615809,6167,Ken'ichi Ohmichi,7634,Visual Representation,REFACTOR,325,3135,209,52009,1,277,9,1,1,0,959,0,49,0,0,952,952,1,0,1,0,44,161,17,55,2.915,1,3,ddf7c6e370f71741794b88297aaa43aaed9df6c4,0.386364,0.341615,0,0.154545,2.71,3.12,39,39,75.91
3f79a3b5_4c821c53,1,openstack%2Fnova,adffd410d665f84d279d686e716bb699e9386594,594c653dc1a312d0364ad24c703e1a9b228133e1,master,nova/compute/resource_tracker.py,nova/compute,M,475,"For confirm_resize, we're on the source RT and I'm not sure if the instance would be in tracked_migrations (it might be though, see RT._update_usage_from_migration). Anyway, I guess this has to cleanup the usage for the old_flavor on the instance because we don't actually destroy the instance in the DB, but the guest is gone from the source hypervisor via driver.confirm_migration.",68,11/26/18 22:30,I2f676966136a78bb9600626852584f838cb08c5b,620170,6873,Matt Riedemann,8864,Solution Approach,REFACTOR,2124,6415,54,895,2,8,1,1,0,0,1501,1,355,4,0.00903624,1505,246,185,0.0112676,0.163455,0.000666222,585,5455,195,1619,4,2,3,3e32e76d83a15bc7bb43aa41c1fefc2ea15d7176,0.333333,0.296792,0.000666223,0.11149,3.88,4.12,49,72,55.95
3f79a3b5_4c8ad566,1,openstack%2Fnova,df6ebfeb0f3675a9dc64c9da5e1edd57b0490f19,4fdc5f33c0a62d1369187f165e0b1d5b2a58f547,master,nova/network/linux_net.py,nova/network,M,1431,what about these?,67,12/12/18 12:34,I4b34e8ff2f43f2d94762202c20501209862bc1d5,620180,1653,garyk,2271,Question,DISCUSS,668,4199,154,50191,6,47,6,5,0,0,1727,25,0,0,0,1726,140,271,0,0.0811124,0.014476,438,1351,84,257,3.985,1,7,7012041845f7e56a18a8be37a41aa73fba3df70a,0.191781,0.190229,0,0.037133,3.89,4.08,8,3,89.75
3f79a3b5_4caaee6b,1,openstack%2Fnova,31e7f0bb82b93b50b5c50076fcd8c2d133f6eb00,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,master,doc/source/admin/live-migration-usage.rst,doc/source/admin,M,222,"Use the oslo.config option format to link this:

:oslo.config:option:`libivirt.live_migration_timeout_action`",69,12/11/18 14:31,I0d286d12e588b431df3d94cf2e65d636bcdea2f8,619143,6873,Matt Riedemann,20722,Documentation,DOCUMENT,2120,6394,83,8838,10,147,7,5,0,0,317,0,4,0,0,323,323,1,0,1,0,7,1299,5,94,3.73,1,15,99a075cc941636f6d7cb245c8c8cfd553a410146,0.714286,0.0723634,0,0.535714,3.63,3.83,119,17,45.46
3f79a3b5_4caf4e9b,0,openstack%2Fnova,47ec5327c97c5916d9bc2b319bef8a7196fda60f,27b7bad88b531e0869f8e9af9ab951b921c37634,master,nova/compute/manager.py,nova/compute,M,512,"this change seems unnecessary to me (both the attribute renaming and the addition of the @property). Any reason we can't just do:

 self.reportclient = report.SchedulerReportClient()",92,11/28/18 17:25,I14d1a648843c6311a962aaf99a47bb1bebf7f5ea,617042,7,Jay Pipes,14070,Question,FALSE,369,3584,201,783,6,200,18,10,0,0,8251,40,3456,12,0.00172874,8253,1050,925,0.00347222,0.127226,0.0048479,3067,5449,326,680,0,0,17,86e94a11f7966578fd2c3f56eaf9db340535cdf7,0.106293,0.124794,0.000722087,0.0113291,0,0,35,27,4.14
3f79a3b5_4cc98e20,1,openstack%2Fnova,31e7f0bb82b93b50b5c50076fcd8c2d133f6eb00,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,master,doc/source/admin/live-migration-usage.rst,doc/source/admin,M,230,"If this is redundant with what is in the live_migration_timeout_action option help, maybe we don't need to put it all in this doc again, and instead could just link from this doc to that option and say to read the configuration option help for more details.",69,12/11/18 14:31,I0d286d12e588b431df3d94cf2e65d636bcdea2f8,619143,6873,Matt Riedemann,20722,Organization of code,REFACTOR,2120,6394,83,8838,10,147,7,5,0,0,317,0,4,0,0,323,323,1,0,1,0,7,1299,5,94,3.68,2,15,99a075cc941636f6d7cb245c8c8cfd553a410146,0.714286,0.0723634,0,0.535714,3.74,3.62,119,50,45.46
3f79a3b5_4d04d61a,1,openstack%2Fnova,cbd45d0c2ea8100a76030a003688a9ae6210b6c8,1a38ae6bc3e4a2d0369731ed7f906cc2426b7dce,master,releasenotes/notes/live-migration-force-after-timeout-54f2a4b631d295bb.yaml,releasenotes/notes,M,26,We could link to https://bugs.launchpad.net/nova/+bug/1644248 here.,69,12/14/18 19:37,Ife89a705892ad96de6d5f8e68b6e4b99063a7512,619142,6873,Matt Riedemann,20722,Documentation,DOCUMENT,2120,6393,82,42441,16,215,7,5,0,0,15,0,1,0,0,27,27,1,0,1,0,0,17973,0,1029,3.73,1,17,4c3698c0b63ef0a5298cd94a8f23f87605bfc0f5,0,0.0572525,0,0,3.63,3.83,47,12,4.14
3f79a3b5_4d14a899,1,openstack%2Fnova,3b1e9e4288ec9e46ede42b2752bbe2c2b2569cc8,5f648dda49a6d5fe5ecfd7dddcb5f7dc3d6b51a6,master,api-ref/source/servers-actions.inc,api-ref/source,M,351,"should we mention here that it only locks for normal user? I mean, the admin can still perform actions.",45,12/5/18 6:58,Iae4a42351d11d5caade9a1a299b06fed862a7da4,622835,15888,Zhenyu Zheng,7634,Question,DISCUSS,222,1335,150,8402,1,13,1,1,1,0,1103,0,58,0,0,140,140,1,0,1,0,72,1708,23,152,3.985,2,10,442c7c68c2c074591e96988059a63dd3c01e1ecd,0.319444,0.088993,0,0.105023,3.89,4.08,23,19,52.87
3f79a3b5_4d6b481b,1,openstack%2Fnova,10ca429a62431078cfd476255ddfe07fc3179b7d,f13debf2f0e5377b9d0b0bbd9422c6a79d2cc611,master,nova/quota.py,nova,M,885,"nit: I guess

        for resource in resources:
            self.register_resource(resource)

could be easier to understand the code, but that is not matter.",24,11/8/18 0:02,I818bbfb9493714341283042a21d5aefd90c094cb,615613,6167,Ken'ichi Ohmichi,7,Solution Approach,REFACTOR,325,3133,37,559899,1,140,2,2,0,0,1262,0,140,0,0,1269,143,145,0,0.112687,0,220,3495,9,210,4,1,1,10ca429a62431078cfd476255ddfe07fc3179b7d,0.0409091,0.0600858,0,0.00185109,3.88,4.12,52,23,62.14
3f79a3b5_4dbca8d4,1,openstack%2Fnova,8e2c0faf1abc3727b8bfeba3180d7464f9476345,6e8a69daf14a15fe0b0633f21f4112f19487e9da,master,nova/api/openstack/compute/views/servers.py,nova/api/openstack/compute/views,M,282,is this necessary? maybe just check version is enough?,45,12/5/18 6:35,I4a2a584df56ece7beb8b12c0ce9b0e6b30237120,621474,15888,Zhenyu Zheng,7543,Question,DISCUSS,221,1329,1,351,3,245,8,7,0,0,568,0,80,0,0,583,77,103,0,0.132075,0,140,259,14,22,3.985,2,31,2cc7c0e58924b201d5353a6289883b0aec760543,0.1,0.0849421,0,0.0106383,3.89,4.08,44,9,46.94
3f79a3b5_4e3c94bc,1,openstack%2Fnova,b5f5da43032f1d7c4e57c2aa6ab3da526d03bf51,3b2e42f37152a539472782ad1d71c1f951c0343b,master,nova/compute/api.py,nova/compute,M,745,"leave this here, just adjust the name appropriately",58,12/5/18 15:57,I06fad233006c7bab14749a51ffa226c3801f951b,620706,8768,Chris Friesen,28433,Naming Convention,REFACTOR,51,168,5,584323,1,149,2,2,0,0,6140,3,2334,2,0.00129103,6158,946,894,0.000856898,0.153621,0.000488599,2080,5456,13,58,3.43,2,32,5e7b840e48eb480ba1955e6ba52fbcaf9884c3fa,0.00625,0.0106305,0.000488599,0.000042,3.75,3.11,99,8,24.24
3f79a3b5_4e4b347f,1,openstack%2Fnova,ba0502182edacc62c02052a2f41e5d19738d9324,5f648dda49a6d5fe5ecfd7dddcb5f7dc3d6b51a6,master,nova/image/download/__init__.py,nova/image/download,M,52,"Man, we really need to remove this.",46,12/5/18 16:15,If51f5d5eb710e06216f6d6981a70d70b6b5783cc,621827,15334,Stephen Finucane,9414,Documentation,DOCUMENT,450,2958,2,52237,4,8,4,4,0,0,54,0,9,0,0,54,14,5,0,0.259259,0,15,39,1,4,3.73,1,4,ba0502182edacc62c02052a2f41e5d19738d9324,0.0666667,0.102564,0,0.00833333,3.63,3.83,27,7,27.99
3f79a3b5_4e5574ec,1,openstack%2Fnova,b5f5da43032f1d7c4e57c2aa6ab3da526d03bf51,3b2e42f37152a539472782ad1d71c1f951c0343b,master,nova/compute/api.py,nova/compute,M,3322,change not needed if you have _checks_for_create_and_rebuild() call _validate_flavor_image(),58,12/5/18 15:57,I06fad233006c7bab14749a51ffa226c3801f951b,620706,8768,Chris Friesen,28433,Solution Approach,REFACTOR,51,168,5,584323,1,149,2,2,0,0,6140,3,2334,2,0.00129103,6158,946,894,0.000856898,0.153621,0.000488599,2080,5456,13,58,4,2,32,5e7b840e48eb480ba1955e6ba52fbcaf9884c3fa,0.00625,0.0106305,0.000488599,0.000042,3.88,4.12,99,15,24.24
3f79a3b5_4eb65efe,1,openstack%2Fnova,8a5c7b51cd558f5a7b3183d890a1ef5905bf643c,8545ba2af7476e0884b5e7fb90965bef92d605bc,master,nova/virt/libvirt/driver.py,nova/virt/libvirt,M,5124,"Is it necessary?
Why isn't 'caps' passed as an argument of '_guest_needs_pcie' method?",65,11/28/18 22:56,I05c9168569c4c3eeeb83695a053b2fd94240157c,620327,7634,Takashi NATSUME,6962,Question,DISCUSS,382,2647,4,115687,2,50,1,1,0,0,9035,3,2448,4,0.00271319,9069,1378,1404,0.00163399,0.151946,0.000332042,2726,4075,190,260,3.985,2,3,b65246ab4d6371e4bbded66d3003f95b7e05cba2,0.0696992,0.0638037,0.000332042,0.00488175,3.89,4.08,77,16,58.08
3f79a3b5_4ecc1ebd,1,openstack%2Fnova,fd7ca473daef93548bc11bf2bd8ae74a6bd7e817,ec044885ff2c44202cc62cf85149b7993d4d0221,master,nova/compute/resource_tracker.py,nova/compute,M,812,"right, but as mentioned in my commit message comment, this will also blow away all compute node providers representing Ironic nodes... which could number in the thousands. So, each time a new Ironic node is added to a nova-compute service with thousands of existing compute nodes already being tracked, the entire provider tree will be blown away and slowly re-created each time update_available_resource() is called for each Ironic node...",92,11/28/18 23:00,Ieeaad9783e0ff93377fbc6c7932618d2fac8946a,615677,7,Jay Pipes,14070,Other,OTHER,369,3577,197,98362,9,261,6,6,0,0,1501,316,355,20,0.0716727,1507,252,186,0.056338,0.16722,0.210526,580,5445,175,677,0,1,20,deef31729bd54f3747b7adba4132f148559c2242,0.301724,0.124334,0.108041,0.0914001,0,0,220,73,59.84
3f79a3b5_4f7539c9,1,openstack%2Fnova,7d693356712076b889d59562b159e77409a2bfbb,f7b98a9201e37d6f6992ae62c67335022af28c8f,master,doc/source/user/cells.rst,doc/source/user,M,80,"In a follow up, it would be good to link the talks from Stein Rocky and Stein summits:

https://www.openstack.org/videos/summits/vancouver-2018/moving-from-cellsv1-to-cellsv2-at-cern

https://www.openstack.org/videos/summits/berlin-2018/scaling-nova-with-cellsv2-the-nova-developer-and-the-cern-operator-perspective",69,12/21/18 1:15,I66a2adb3ff75da6e267536f25c2eda5925f2fa87,625481,6873,Matt Riedemann,7634,Documentation,DOCUMENT,2168,6477,398,84730,4,8,2,2,1,0,804,66,20,0,0,804,804,1,0,1,0.0820896,21,1525,17,181,3.73,1,4,7d693356712076b889d59562b159e77409a2bfbb,0.809524,0.118689,0.0820896,0.662338,3.63,3.83,36,53,46.13
3f79a3b5_50f18963,1,openstack%2Fnova,b01f2746f4c1de3895a0a701d064df7fb902e464,c64b03d218c4d05b9db47eaf7660cdab9baa6468,master,nova/tests/unit/virt/libvirt/test_guest.py,nova/tests/unit/virt/libvirt,M,38,Ditto.,53,11/6/18 14:05,I45dd7602068eb0ce1331cfefd5a0cf6418bc8e88,615724,2472,Doug Hellmann,4690,Interface,FUNCTION,44,102,4,30506,1,6,3,3,0,0,1015,0,76,0,0,1015,42,95,0,0.0413793,0,111,1957,0,2,4.095,2,6,fded752b167c62b888d8e13690c361ce1fad1f82,0,0.00102197,0,0,4,4.19,98,1,70.09
3f79a3b5_512d2fab,1,openstack%2Fnova,d2db53521bd6246629ee46a1c15ccf84732e7717,bc46a5477338274a2db0ef83faa531e7ea0ee13d,master,nova/scheduler/client/report.py,nova/scheduler/client,M,1877,"I hate deep nesting like this, and would prefer to check for this specific case before the general case of any other consumer generation conflict so they are on the same level. But, this works.",64,11/20/18 14:06,I033dbd96a44f064cce6fd20ab45fe1f517b9828f,617040,4393,Dan Smith,6873,Solution Approach,REFACTOR,1209,4132,1050,920898,1,109,2,2,1,0,2410,23,209,1,0.00059239,2424,443,203,0.00478469,0.182756,0.00954357,286,304,71,76,4,1,1,d2db53521bd6246629ee46a1c15ccf84732e7717,0.248252,0.25,0.00954357,0.0622792,3.88,4.12,369,35,51.58
3f79a3b5_51ae08a0,1,openstack%2Fnova,f2c6dd9767e4dfb6cf78df91df545c086cb95650,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,master,nova/tests/unit/virt/libvirt/test_driver.py,nova/tests/unit/virt/libvirt,M,17152,"A comment here might have been nice: destroy_disks=False because check_instance_shared_storage_local() in the libvirt driver returns None when the image backend is rbd, which is ultimately what we're checking in init_host.",60,12/11/18 11:40,I8fd6b9f857a1c4919c3365951e2652d2d477df77,618478,9555,Matthew Booth,10135,Documentation,DOCUMENT,406,409,82,8496,8,50,3,3,1,0,22452,1077,1257,47,0.0462263,22473,694,1223,0.0373906,0.0308815,0.047969,1421,1961,196,258,3.73,2,21,d6c1f6a1032ed2ea99f3d8b70ccf38065163d785,0.137931,0.131566,0.047969,0.0191086,3.63,3.83,271,38,42.24
3f79a3b5_528a5f66,1,openstack%2Fnova,307aac508e5e0c2eea14941e781a4ad8f2b3bfa3,ae3064b7a820ea02f7fc8a1aa4a41f35a06534f1,master,requirements.txt,.,M,72,"Seems we should use 1.8.0 to match what we're gating against:

https://github.com/openstack/requirements/blob/master/upper-constraints.txt#L515

I guess you're trying to match lower-constraints?

https://github.com/openstack/nova/blob/master/lower-constraints.txt#L35",69,12/12/18 21:26,Ia56ab43be739e677760bbad5c40caad924425fa5,624740,6873,Matt Riedemann,9708,Question,DISCUSS,2159,6468,362,21528,1,29,5,5,0,0,72,0,408,10,0.0233233,72,72,1,0.0245098,1,0,26315,1,532,0,3.985,1,4,1f2a80c19545eb51877733689e76c151eb8c4e5c,0.0202166,0,0,0.000409464,3.89,4.08,97,45,42.07
3f79a3b5_5304fbc4,1,openstack%2Fnova,ffc7d694de1aca84e46de3b4dfbc19d056aacf90,48beae986f0ec7845ac5b0138d8d2c085d87e9ae,master,nova/quota.py,nova,M,1004,I think you need to pass this through as a kwarg.,68,11/8/18 16:06,Ifa7df0c6b9d0042f51c0e9fc27a946870f780a44,614783,6873,Matt Riedemann,26936,Resource,FUNCTION,2094,6356,74,758,3,76,6,5,0,0,1271,109,143,5,0.0470085,1279,149,147,0.034965,0.116497,0.0857592,219,3492,42,730,3.825,2,6,d6172354e1e02d37bfcf37c0748a0dba0f7bd685,0.191781,0.209049,0.0661715,0.0374844,3.96,3.69,98,11,35.61
3f79a3b5_531bde1b,0,openstack%2Fnova,2b97e508381e7f1efe48799ee3d9b068b4fd5902,32082ebcfc17fdaf83e8f154ce0045e7a1fed16a,master,nova/scheduler/client/report.py,nova/scheduler/client,M,279,"note to self: 

1) we clear this refresh_time cache for all nodes as well so that after the SIGHUP, the `refresh_time` would be zero (https://github.com/openstack/nova/blob/7217e38bafb75e8a613763835b64e48e6b2c8ece/nova/scheduler/client/report.py#L858) and we would hence load the RPT cache like on startup, on the first periodic update.

2) we could also just do a force refresh here: https://github.com/openstack/nova/blob/7217e38bafb75e8a613763835b64e48e6b2c8ece/nova/scheduler/client/report.py#L768 maybe but that code path doesn't do an explicit inventory refresh which is why it isn't very useful here and also because we clear the whole tree, probably makes sense to load the tree freshly and refresh everything.

3) need to check how the SIGHUP of ironic compute would look like for all the underlying rp's at the same time (since in rocky starting up doesn't bring the service up so probably same effect).",14,11/21/18 14:14,I65a7ee565ca5b3ec6c33a2fd9e39d461f7d90ed2,615646,26936,Surya Seetharaman,14070,Other,FALSE,65,69,7,998044,7,28,5,5,0,0,2410,4,209,1,0.00797448,2415,434,203,0.00478469,0.17971,0.00165975,281,299,2,2,0,0,9,bbc2fcb8fb20dde1b81597c319392afb5b2c53fe,0.00711744,0.00668896,0.00165975,0.0000757,0,0,106,156,60.45
